Month,Ticker,Open,Close,Profit,qty,Gewinn
24-12,APP,335.79,323.83,-3.6,22.0,-263.12
24-12,DASH,179.99,167.75,-6.8,41.0,-501.84
24-12,NVDA,138.61,134.09,-3.3,53.0,-239.56
24-12,TEAM,263.0,243.38,-7.5,28.0,-549.36
24-12,TSLA,352.38,403.84,14.6,21.0,1080.66
