Month,Ticker,Open,Close,Profit,qty,Gewinn
21-01,MRNA,107.23,173.16,61.5,52.0,3428.36
21-01,PDD,176.75,165.71,-6.2,31.0,-342.24
21-01,PTON,152.51,146.13,-4.2,36.0,-229.68
21-01,TSLA,239.82,264.51,10.3,23.0,567.87
21-01,ZM,340.4,372.07,9.3,16.0,506.72
